日期,料号,批量号,假点过滤率,总点过滤率,AI漏失总数,漏失率,总板数,AI跑板数,AVI缺陷总数,AVI真点总数,AI真点总数,平均报点,平均报点T,平均报点B,平均AI报点,平均AI报点T,平均AI报点B,OK板总数,AI_OK板总数,OK板比例,AI_OK板比例,膜面
20240827,pl0159711b04,240827_02_001,33.63,26.9,368.0,0.0,3,3.0,368.0,0,269.0,122.67,40.67,82.0,89.67,37.0,52.67,0,0,0.0,0.0,6
20240828,pl0117572g06,240828_02_015,29.48,23.59,407.0,0.0,3,3.0,407.0,0,311.0,135.67,103.67,32.0,103.67,80.67,23.0,0,0,0.0,0.0,6
,总计,1,93.4,25.16,775.0,0.0,6,6.0,775.0,0,580.0,129.17,72.17,57.0,96.67,58.84,37.84,0,0,0.0,0.0,
